region,name,base,instagram,youtube,cafe,blog,search,status,issue
"okdong","별하수학학원","별하수학학원 울산 옥동","별하수학학원 울산 옥동 인스타그램","별하수학학원 울산 옥동 유튜브","별하수학학원 울산 옥동 네이버카페","별하수학학원 울산 옥동 블로그","별하수학학원 울산 옥동","OK",""
"okdong","보스턴프렙어학원","보스턴프렙어학원 울산 옥동","보스턴프렙어학원 울산 옥동 인스타그램","보스턴프렙어학원 울산 옥동 유튜브","보스턴프렙어학원 울산 옥동 네이버카페","보스턴프렙어학원 울산 옥동 블로그","보스턴프렙어학원 울산 옥동","OK",""
"okdong","복쌤국어정쌤과학학원","복쌤국어정쌤과학학원 울산 옥동","복쌤국어정쌤과학학원 울산 옥동 인스타그램","복쌤국어정쌤과학학원 울산 옥동 유튜브","복쌤국어정쌤과학학원 울산 옥동 네이버카페","복쌤국어정쌤과학학원 울산 옥동 블로그","복쌤국어정쌤과학학원 울산 옥동","OK",""
"okdong","본수학과학전문학원","본수학과학전문학원 울산 옥동","본수학과학전문학원 울산 옥동 인스타그램","본수학과학전문학원 울산 옥동 유튜브","본수학과학전문학원 울산 옥동 네이버카페","본수학과학전문학원 울산 옥동 블로그","본수학과학전문학원 울산 옥동","OK",""
"okdong","비케이수학학원","비케이수학학원 울산 옥동","비케이수학학원 울산 옥동 인스타그램","비케이수학학원 울산 옥동 유튜브","비케이수학학원 울산 옥동 네이버카페","비케이수학학원 울산 옥동 블로그","비케이수학학원 울산 옥동","OK",""
"okdong","사이언스랩(Science Lab)과학교습소","사이언스랩(Science Lab)과학교습소 울산 옥동","사이언스랩(Science Lab)과학교습소 울산 옥동 인스타그램","사이언스랩(Science Lab)과학교습소 울산 옥동 유튜브","사이언스랩(Science Lab)과학교습소 울산 옥동 네이버카페","사이언스랩(Science Lab)과학교습소 울산 옥동 블로그","사이언스랩(Science Lab)과학교습소 울산 옥동","OK",""
"okdong","삼명수학학원","삼명수학학원 울산 옥동","삼명수학학원 울산 옥동 인스타그램","삼명수학학원 울산 옥동 유튜브","삼명수학학원 울산 옥동 네이버카페","삼명수학학원 울산 옥동 블로그","삼명수학학원 울산 옥동","OK",""
"okdong","상록학원","상록학원 울산 옥동","상록학원 울산 옥동 인스타그램","상록학원 울산 옥동 유튜브","상록학원 울산 옥동 네이버카페","상록학원 울산 옥동 블로그","상록학원 울산 옥동","OK",""
"okdong","상상이상학원","상상이상학원 울산 옥동","상상이상학원 울산 옥동 인스타그램","상상이상학원 울산 옥동 유튜브","상상이상학원 울산 옥동 네이버카페","상상이상학원 울산 옥동 블로그","상상이상학원 울산 옥동","OK",""
"okdong","새문정영어전문학원","새문정영어전문학원 울산 옥동","새문정영어전문학원 울산 옥동 인스타그램","새문정영어전문학원 울산 옥동 유튜브","새문정영어전문학원 울산 옥동 네이버카페","새문정영어전문학원 울산 옥동 블로그","새문정영어전문학원 울산 옥동","OK",""
"okdong","새움국어수학학원","새움국어수학학원 울산 옥동","새움국어수학학원 울산 옥동 인스타그램","새움국어수학학원 울산 옥동 유튜브","새움국어수학학원 울산 옥동 네이버카페","새움국어수학학원 울산 옥동 블로그","새움국어수학학원 울산 옥동","OK",""
"okdong","생각더하기학원","생각더하기학원 울산 옥동","생각더하기학원 울산 옥동 인스타그램","생각더하기학원 울산 옥동 유튜브","생각더하기학원 울산 옥동 네이버카페","생각더하기학원 울산 옥동 블로그","생각더하기학원 울산 옥동","OK",""
"okdong","생각의창국어논술전문학원","생각의창국어논술전문학원 울산 옥동","생각의창국어논술전문학원 울산 옥동 인스타그램","생각의창국어논술전문학원 울산 옥동 유튜브","생각의창국어논술전문학원 울산 옥동 네이버카페","생각의창국어논술전문학원 울산 옥동 블로그","생각의창국어논술전문학원 울산 옥동","OK",""
"okdong","생각하는123상위권의기준이되는수학학원","생각하는123상위권의기준이되는수학학원 울산 옥동","생각하는123상위권의기준이되는수학학원 울산 옥동 인스타그램","생각하는123상위권의기준이되는수학학원 울산 옥동 유튜브","생각하는123상위권의기준이되는수학학원 울산 옥동 네이버카페","생각하는123상위권의기준이되는수학학원 울산 옥동 블로그","생각하는123상위권의기준이되는수학학원 울산 옥동","OK",""
"okdong","생각하는논술교습소","생각하는논술교습소 울산 옥동","생각하는논술교습소 울산 옥동 인스타그램","생각하는논술교습소 울산 옥동 유튜브","생각하는논술교습소 울산 옥동 네이버카페","생각하는논술교습소 울산 옥동 블로그","생각하는논술교습소 울산 옥동","OK",""
"okdong","생각하는황소울산옥동학원","생각하는황소울산옥동학원 울산 옥동","생각하는황소울산옥동학원 울산 옥동 인스타그램","생각하는황소울산옥동학원 울산 옥동 유튜브","생각하는황소울산옥동학원 울산 옥동 네이버카페","생각하는황소울산옥동학원 울산 옥동 블로그","생각하는황소울산옥동학원 울산 옥동","OK",""
"okdong","샤수학전문학원","샤수학전문학원 울산 옥동","샤수학전문학원 울산 옥동 인스타그램","샤수학전문학원 울산 옥동 유튜브","샤수학전문학원 울산 옥동 네이버카페","샤수학전문학원 울산 옥동 블로그","샤수학전문학원 울산 옥동","OK",""
"okdong","서울수학교습소","서울수학교습소 울산 옥동","서울수학교습소 울산 옥동 인스타그램","서울수학교습소 울산 옥동 유튜브","서울수학교습소 울산 옥동 네이버카페","서울수학교습소 울산 옥동 블로그","서울수학교습소 울산 옥동","OK",""
"okdong","선도수학교습소","선도수학교습소 울산 옥동","선도수학교습소 울산 옥동 인스타그램","선도수학교습소 울산 옥동 유튜브","선도수학교습소 울산 옥동 네이버카페","선도수학교습소 울산 옥동 블로그","선도수학교습소 울산 옥동","OK",""
"okdong","세인트폴어학원","세인트폴어학원 울산 옥동","세인트폴어학원 울산 옥동 인스타그램","세인트폴어학원 울산 옥동 유튜브","세인트폴어학원 울산 옥동 네이버카페","세인트폴어학원 울산 옥동 블로그","세인트폴어학원 울산 옥동","OK",""
"okdong","세컨드스터디학원","세컨드스터디학원 울산 옥동","세컨드스터디학원 울산 옥동 인스타그램","세컨드스터디학원 울산 옥동 유튜브","세컨드스터디학원 울산 옥동 네이버카페","세컨드스터디학원 울산 옥동 블로그","세컨드스터디학원 울산 옥동","OK",""
"okdong","소마사고력수학옥동학원","소마사고력수학옥동학원 울산 옥동","소마사고력수학옥동학원 울산 옥동 인스타그램","소마사고력수학옥동학원 울산 옥동 유튜브","소마사고력수학옥동학원 울산 옥동 네이버카페","소마사고력수학옥동학원 울산 옥동 블로그","소마사고력수학옥동학원 울산 옥동","OK",""
"okdong","손희철수학원","손희철수학원 울산 옥동","손희철수학원 울산 옥동 인스타그램","손희철수학원 울산 옥동 유튜브","손희철수학원 울산 옥동 네이버카페","손희철수학원 울산 옥동 블로그","손희철수학원 울산 옥동","OK",""
"okdong","수국재국어전문학원","수국재국어전문학원 울산 옥동","수국재국어전문학원 울산 옥동 인스타그램","수국재국어전문학원 울산 옥동 유튜브","수국재국어전문학원 울산 옥동 네이버카페","수국재국어전문학원 울산 옥동 블로그","수국재국어전문학원 울산 옥동","OK",""
"okdong","수만휘스파르타학원","수만휘스파르타학원 울산 옥동","수만휘스파르타학원 울산 옥동 인스타그램","수만휘스파르타학원 울산 옥동 유튜브","수만휘스파르타학원 울산 옥동 네이버카페","수만휘스파르타학원 울산 옥동 블로그","수만휘스파르타학원 울산 옥동","OK",""
"okdong","수수깡수학전문학원","수수깡수학전문학원 울산 옥동","수수깡수학전문학원 울산 옥동 인스타그램","수수깡수학전문학원 울산 옥동 유튜브","수수깡수학전문학원 울산 옥동 네이버카페","수수깡수학전문학원 울산 옥동 블로그","수수깡수학전문학원 울산 옥동","OK",""
"okdong","수학본부수학교습소","수학본부수학교습소 울산 옥동","수학본부수학교습소 울산 옥동 인스타그램","수학본부수학교습소 울산 옥동 유튜브","수학본부수학교습소 울산 옥동 네이버카페","수학본부수학교습소 울산 옥동 블로그","수학본부수학교습소 울산 옥동","OK",""
"okdong","수학서재수학교습소","수학서재수학교습소 울산 옥동","수학서재수학교습소 울산 옥동 인스타그램","수학서재수학교습소 울산 옥동 유튜브","수학서재수학교습소 울산 옥동 네이버카페","수학서재수학교습소 울산 옥동 블로그","수학서재수학교습소 울산 옥동","OK",""
"okdong","수학의그린학원","수학의그린학원 울산 옥동","수학의그린학원 울산 옥동 인스타그램","수학의그린학원 울산 옥동 유튜브","수학의그린학원 울산 옥동 네이버카페","수학의그린학원 울산 옥동 블로그","수학의그린학원 울산 옥동","OK",""
"okdong","수학의달인성심수학전문학원","수학의달인성심수학전문학원 울산 옥동","수학의달인성심수학전문학원 울산 옥동 인스타그램","수학의달인성심수학전문학원 울산 옥동 유튜브","수학의달인성심수학전문학원 울산 옥동 네이버카페","수학의달인성심수학전문학원 울산 옥동 블로그","수학의달인성심수학전문학원 울산 옥동","OK",""
"okdong","수학의봄수학전문학원","수학의봄수학전문학원 울산 옥동","수학의봄수학전문학원 울산 옥동 인스타그램","수학의봄수학전문학원 울산 옥동 유튜브","수학의봄수학전문학원 울산 옥동 네이버카페","수학의봄수학전문학원 울산 옥동 블로그","수학의봄수학전문학원 울산 옥동","OK",""
"okdong","수학자신감학원","수학자신감학원 울산 옥동","수학자신감학원 울산 옥동 인스타그램","수학자신감학원 울산 옥동 유튜브","수학자신감학원 울산 옥동 네이버카페","수학자신감학원 울산 옥동 블로그","수학자신감학원 울산 옥동","OK",""
"okdong","수학중심수학교습소","수학중심수학교습소 울산 옥동","수학중심수학교습소 울산 옥동 인스타그램","수학중심수학교습소 울산 옥동 유튜브","수학중심수학교습소 울산 옥동 네이버카페","수학중심수학교습소 울산 옥동 블로그","수학중심수학교습소 울산 옥동","OK",""
"okdong","숙명아르떼음악학원","숙명아르떼음악학원 울산 옥동","숙명아르떼음악학원 울산 옥동 인스타그램","숙명아르떼음악학원 울산 옥동 유튜브","숙명아르떼음악학원 울산 옥동 네이버카페","숙명아르떼음악학원 울산 옥동 블로그","숙명아르떼음악학원 울산 옥동","OK",""
"okdong","스루기월드입시학원","스루기월드입시학원 울산 옥동","스루기월드입시학원 울산 옥동 인스타그램","스루기월드입시학원 울산 옥동 유튜브","스루기월드입시학원 울산 옥동 네이버카페","스루기월드입시학원 울산 옥동 블로그","스루기월드입시학원 울산 옥동","OK",""
